bin_ind,0
4,1558
5,1576
6,1599
7,1569
8,1327
9,1487
10,1527
11,1479
12,1589
13,1634
14,1528
15,1509
16,1495
17,1526
18,1439
19,1650
20,1574
21,1533
22,1482
23,1619
24,1459
25,1699
26,1659
27,1607
28,1455
29,1572
30,1597
31,1474
32,1542
33,1692
34,1455
35,1588
36,1492
37,2269
38,1690
39,1576
40,2017
41,1858
42,1594
43,1677
44,1842
45,1339
46,1347
47,977
48,1623
49,1485
50,1596
51,1471
52,1687
53,1573
54,1302
55,1726
56,1535
57,1413
58,1563
59,1848
60,1735
61,1583
62,1461
63,1583
64,1459
65,1831
66,1449
67,1373
68,1586
69,1499
70,1490
71,1471
72,1884
73,1762
74,1651
75,2154
76,1747
77,1458
78,1511
79,1503
80,1353
81,1431
82,1528
83,1552
84,1483
85,1540
86,692
87,1861
88,2122
89,2653
90,2332
91,2327
92,2459
93,2186
94,1804
95,1469
96,1387
97,1627
98,1568
99,1621
100,1677
101,1630
102,1580
103,1715
104,1736
105,1621
106,1541
107,1662
108,1493
109,1588
110,1450
111,1631
112,1521
113,1741
114,1683
115,1592
116,1805
117,1879
118,1385
119,1550
120,1723
121,1718
122,1633
123,1862
124,1840
125,1972
126,1745
127,1627
128,1704
129,1512
130,1905
131,1711
132,2107
133,2236
134,2488
135,2019
136,2337
137,2079
138,1463
139,1651
140,1535
141,1577
142,1569
143,1690
144,1396
145,1504
146,1603
147,1453
148,1545
149,1593
150,1882
151,1822
152,1778
153,1948
154,2036
155,1690
156,1799
157,1831
158,1867
159,1770
160,1778
161,1719
162,1661
163,1791
164,1775
165,1905
166,1807
167,1707
168,1779
169,1824
170,1553
171,1708
172,1714
173,1658
174,1237
175,1455
176,1668
177,1749
178,1593
179,1717
180,2082
181,2371
182,1950
183,1995
184,1757
185,2173
186,1770
187,1986
188,1938
189,2020
190,2032
191,2215
192,2249
193,1936
194,2215
195,2249
196,545
200,1858
201,2254
202,2313
203,2224
204,1770
205,1860
206,1886
207,2051
208,1854
209,1697
210,2019
211,1830
212,1682
213,1713
214,1752
215,1815
216,1751
217,1921
218,1785
219,1588
220,1534
221,2069
222,2870
223,2667
224,3142
225,2433
226,2521
227,3256
228,2693
229,3360
230,2468
231,2346
232,2623
233,1791
234,1929
235,2345
236,1844
237,1853
238,1865
239,1995
240,1863
241,1721
242,1674
243,1569
244,1762
245,1686
246,1840
247,1619
248,1634
249,1852
250,1697
251,1881
252,1867
253,1746
254,1840
255,1823
256,2092
257,2238
258,1980
259,1901
260,2036
261,1958
262,1893
263,1919
264,2055
265,2025
266,1964
267,1954
268,2236
269,2084
270,1942
271,1690
272,1839
273,1947
274,2024
275,1830
276,1913
277,1780
278,1755
279,1868
280,1659
281,1951
282,2042
283,1810
284,1893
285,1790
286,1901
287,1763
288,2340
289,2420
290,2373
291,1982
292,2041
293,2090
294,1829
295,10455
296,1889
297,1292
298,1910
299,2212
300,2242
301,1762
302,1841
303,2197
304,2150
305,1978
306,1970
307,1955
308,1890
309,1959
310,1970
311,1944
312,2043
313,1861
314,1996
315,2312
316,2165
317,2117
318,2098
319,1944
320,1984
321,2013
322,2134
323,1999
324,2073
325,2590
326,1952
327,2242
328,2537
329,2106
330,1948
331,1961
332,2146
333,2032
334,2146
335,2164
336,2146
337,1899
338,2073
339,2007
340,2070
341,1922
342,2036
343,2156
344,1897
345,2136
346,2490
347,1880
348,1532
349,2224
350,2357
351,2079
352,2330
353,2356
354,2472
355,2462
356,2109
357,2134
358,2183
359,2245
360,2291
361,2383
362,2428
363,2629
364,3101
365,2130
366,2188
367,2273
368,2431
369,2007
370,2526
371,2099
372,97
373,40
374,374
375,2197
376,2297
377,2463
378,2287
379,14
383,2400
384,2078
385,2068
386,2154
387,2198
388,2326
389,2339
390,2407
391,2071
392,1962
393,2179
394,2183
395,1454
396,2078
397,2071
398,1844
399,1865
400,1656
401,1694
402,1807
403,1861
404,1855
405,1783
406,1794
407,2389
408,1757
409,1722
410,1999
411,1759
412,1872
413,1817
414,1962
415,1722
416,1684
417,1965
418,1756
419,1775
420,1706
421,1892
422,1950
423,1801
424,1748
425,1873
426,1732
427,1783
428,1800
429,1852
430,1935
431,2751
432,2607
433,2115
434,2051
435,2202
436,2235
437,2963
438,2412
439,1847
440,2039
441,1851
442,2075
443,2314
444,1496
445,2409
446,2007
447,1974
448,2202
449,2152
450,1932
451,2027
452,2003
453,1965
454,2099
455,2001
456,2134
457,2067
458,2016
459,2192
460,1950
461,1993
462,2227
463,2185
464,2598
465,2524
466,2128
467,2418
468,3096
469,2998
470,2204
471,1703
472,1797
473,1479
474,1630
475,2914
476,2337
477,2062
478,1516
479,1565
480,1707
481,2004
482,1959
483,1937
484,1765
485,1742
486,1653
487,1919
488,2013
489,1621
490,1703
491,1526
492,1445
493,972
494,1633
495,1610
496,1666
497,1565
498,1873
499,1689
500,1679
501,1970
502,2532
503,2179
504,2178
505,2411
506,2193
507,1800
508,2294
509,2223
510,2144
511,2457
512,2455
513,2162
514,2128
515,2185
516,2233
517,1954
518,2227
519,2255
520,2262
521,2268
522,2266
523,2463
524,2343
525,2484
526,2248
527,2485
528,2400
529,2440
530,2573
531,2207
532,2468
533,2279
534,2500
535,2773
536,2553
537,2728
538,2519
539,2265
544,1433
545,2087
546,2172
547,2182
548,1898
549,2242
550,2194
551,1966
552,2445
553,1998
554,2145
555,2109
556,2098
557,1933
558,1926
559,2049
560,1934
561,2173
562,1770
563,1927
564,2098
565,1847
566,2016
567,1941
568,2120
569,2060
570,1935
571,1888
572,2006
573,2254
574,2079
575,1901
576,1993
577,2160
578,1989
579,1901
580,1940
581,2274
582,1958
583,345
584,2706
585,2388
586,2614
587,2626
588,2290
589,2082
590,2067
591,1991
592,1949
593,2023
594,2177
595,1793
596,2332
597,2483
598,2814
599,2163
600,2474
601,260
602,463
603,1979
604,2205
605,1386
606,1442
607,1320
608,1148
609,1443
610,1419
611,1181
612,968
613,1036
614,1122
615,1242
616,1280
617,1401
618,1308
619,1242
620,1423
621,1422
622,1200
623,1416
624,1518
625,1914
626,1594
627,1624
628,1694
629,1461
630,1280
631,1440
632,1486
633,1339
634,1361
635,1502
636,1687
637,1511
638,1762
639,1694
640,1524
641,1754
642,1598
643,1730
644,1856
645,1900
646,2201
647,2093
648,2214
649,1886
650,1714
651,1584
652,1577
653,591
654,534
655,1445
656,1391
657,1993
658,2115
659,1930
660,1841
661,1912
662,1098
663,853
664,1869
665,1661
666,1708
667,1913
668,1645
669,1996
670,2373
671,2133
672,2091
673,2743
674,2546
675,2539
676,2897
677,2648
678,2976
679,2807
680,2924
681,2511
682,2654
683,1905
684,1161
685,1312
686,1515
687,685
688,1535
689,2218
690,2845
691,3175
692,2281
693,2368
694,2067
695,2276
696,2666
697,662
701,1583
702,1748
703,1749
704,1736
705,1733
706,1739
707,1881
708,1600
709,251
710,1724
711,1697
712,1618
713,705
714,1622
715,1591
716,1725
717,1726
718,1786
719,1822
720,1525
721,1601
